question,expectedResponse
¿Cómo se define la vigilancia que realiza la Comisión según el artículo 93 y cuál es el plazo máximo para concluir los procedimientos de vigilancia?,"La vigilancia se efectúa mediante el análisis de la información económica y financiera para medir efectos en los participantes y en los sistemas, cuidando que éstos cumplan la ley y acaten observaciones e indicaciones de la Comisión; las medidas pueden ser preventivas o normativas. Los procedimientos de vigilancia deben concluirse dentro de un plazo de doce meses contado desde la notificación al participante del inicio de dichos actos."
"Antes de imponer una multa administrativa, ¿qué plazos y requisitos procesales debe observar la Comisión según el artículo 99, y cuál es el límite legal máximo de las multas?","La Comisión debe oír previamente al interesado: iniciar el procedimiento sancionador y notificar las causas, otorgando un plazo de diez días hábiles (ampliable una sola vez por igual término) para que el interesado aporte pruebas; luego abrir un periodo de cinco días hábiles para formular alegatos; al día siguiente se cierra la instrucción y la Comisión cuenta con hasta 180 días hábiles para emitir y notificar la resolución. Las multas se calculan en función del salario mínimo general diario vigente en el Distrito Federal y, en ningún caso, excederán del cinco por ciento del capital contable del participante sancionado."
¿Cuál es la composición y cuáles son las principales funciones del Consejo de Pensiones según el Artículo 123?,"El Consejo de Pensiones está integrado por 19 miembros: seis representantes de los trabajadores, seis de los patrones, seis de las administradoras y el Presidente de la Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros. Sus funciones principales son conocer las políticas de administración de las cuentas individuales por las administradoras, las políticas de inversión de los recursos de los trabajadores y las comisiones que se apliquen a las cuentas individuales, además de dirigir recomendaciones a los consejos de administración de las administradoras. La Secretaría del Trabajo fijará las bases para designar a los representantes de trabajadores y patrones; los representantes de las administradoras se nombran por acuerdo de todas las administradoras y tienen derecho a voz pero no a voto. La presidencia se alternará entre un representante de trabajadores y uno de patrones por periodos anuales y el Consejo se reunirá, por lo menos, cada seis meses."
"Según el Artículo 108 bis, ¿qué obligaciones de prevención y reporte deben cumplir las administradoras y qué reglas generales deberá emitir la Secretaría de Hacienda y Crédito Público?","Las administradoras deben: 1) establecer medidas y procedimientos para prevenir y detectar actos, omisiones u operaciones que puedan favorecer la comisión de determinados delitos (referidos a artículos 139 y 148 Bis del Código Penal Federal o al artículo 400 Bis); y 2) presentar a la Secretaría de Hacienda, por conducto de la Comisión, reportes sobre los actos, operaciones y servicios con clientes relativos a lo anterior y sobre todo acto u operación que pudiera ubicarse en esos supuestos o vulnerar la aplicación de las disposiciones. Los reportes deberán elaborarse conforme a las disposiciones de carácter general considerando modalidades, montos, frecuencia, naturaleza, instrumentos monetarios y prácticas comerciales, así como periodicidad y sistemas de transmisión. La Secretaría de Hacienda, oyendo a la Comisión, emitirá reglas generales con lineamientos sobre: a) el adecuado conocimiento de clientes (KYC); b) la información y documentación a recabar para apertura de cuentas y contratos que acrediten identidad; c) la forma de resguardar y garantizar la seguridad de la información y documentación; y d) términos para capacitación interna. Las administradoras deberán conservar la información indicada por al menos diez años y están obligadas a proporcionar la información requerida por la Secretaría de Hacienda por conducto de la Comisión. El cumplimiento no vulnera la obligación legal de confidencialidad y la violación será sancionada conforme a la ley."
"Si al entrar en vigor el Decreto existen depósitos del seguro de retiro (derivados de la Ley del Seguro Social vigente hasta el 30 de junio de 1997) que no se traspasaron por no poder individualizarse, ¿qué procedimiento establece el Decreto para esos depósitos y cuáles son los plazos y obligaciones principales?","Esos depósitos se cancelarán de la cuenta concentradora y las obligaciones federales relativas a ellos se extinguen; el Gobierno transferirá al IMSS el 5% del monto de dichos depósitos para constituir un fondo de reserva destinado a atender solicitudes de envío o pago. Las instituciones de crédito que dejen de operar las cuentas conservarán la información y, durante seis meses, atenderán trámites de individualización, traspaso a administradoras y retiros, usando los recursos del fondo; el saldo aplicable será el registrado al último día del mes anterior a la entrada en vigor y devengará intereses a 2% anual pagaderos mensualmente por reinversión, calculados sobre el saldo promedio diario mensual y ajustados por la variación porcentual del INPC. Las instituciones de crédito deberán entregar en un plazo máximo de tres meses la información a las empresas operadoras de la Base de Datos Nacional SAR; éstas la pondrán a disposición de las administradoras al día siguiente y, dentro del último mes del plazo de seis meses, la entregarán al IMSS y al INFONAVIT. Transcurridos esos seis meses, los trámites de acreditación de titularidad se realizarán ante el IMSS, que enviará los recursos a la administradora correspondiente o pagará en efectivo, utilizando primero el fondo de reserva y, si es necesario, transferencias federales adicionales; el INFONAVIT asumirá la gestión de la subcuenta de vivienda."
¿Qué autorizaciones y condiciones transitorias otorga el Decreto a las instituciones de seguros de vida para contratar seguros de pensiones derivados de leyes de seguridad social y qué ocurre si no escinden la cartera antes del 1o. de enero de 2002?,"La Secretaría de Hacienda podrá autorizar temporalmente (por plazo que no podrá exceder del 1o. de enero de 2002) a las aseguradoras de vida facultadas para la operación de vida a contratar seguros de pensiones derivados de leyes de seguridad social, con la condición de que, a más tardar en esa fecha, escindan la cartera y constituyan una institución de seguros especializada que cumpla los requisitos legales. Durante la transición deberán operar esos seguros en un departamento especializado, cumplir requerimientos de solvencia y registrar separadamente en libros las reservas técnicas afectas, conforme a disposiciones de la CNSF, sin que esas reservas garanticen obligaciones de otras pólizas. La escindida deberá mantener el mismo grupo de control accionario salvo autorización de la SHCP oyendo a la CNSF. Si no se escinde antes del 1o. de enero de 2002, la SHCP podrá revocar la autorización y, con la participación de la CNSF, traspasar la cartera a una institución de seguros siguiendo el procedimiento previsto (art. 66 de la Ley General de Instituciones y Sociedades Mutualistas de Seguros) y aplicar las sanciones que correspondan."
"Según los transitorios citados en el segmento, ¿cuál es la regla general sobre la entrada en vigor de los Decretos y qué excepción relevante se menciona?","Regla general: los Decretos entran en vigor el día siguiente al de su publicación en el Diario Oficial de la Federación. Excepción relevante: en el Decreto de 19 de abril de 2007 varios párrafos (segundo del artículo 37, séptimo y octavo del artículo 74 y primer párrafo del artículo 76) entraron en vigor nueve meses después de la publicación."
"¿Qué procedimiento y plazos deben cumplir las administradoras que al entrar en vigor el Decreto (2009) tenían cuentas individuales asignadas pero no registradas, y cuáles son las consecuencias si no las registran?","Procedimiento y plazos: dentro de los 90 días naturales siguientes a la entrada en vigor deben presentar a la Comisión un programa de trabajo para obtener el registro de esas cuentas en un plazo máximo de dos años. Consecuencias: transcurrido ese plazo de dos años deben notificar a la Comisión las cuentas no registradas; la Comisión reasignará dichas cuentas a administradoras que hayan registrado un mayor Rendimiento Neto conforme a los criterios de la Junta de Gobierno. Las administradoras pueden renunciar en cualquier momento a esas cuentas, notificándolo a la Comisión para que proceda a su reasignación conforme al artículo 76."
"Al entrar en vigor el Decreto publicado el 16 de diciembre de 2020, ¿cuántas semanas de cotización se requerían para obtener los beneficios de los artículos 154 y 162 y para el cálculo de la pensión garantizada, y cómo cambiará ese requisito hasta 2031?",Al entrar en vigor serán 750 semanas de cotización; ese requisito se incrementará en 25 semanas anuales hasta alcanzar lo previsto en dichos preceptos en el año 2031.
"Según el Decreto contenido en el segmento, ¿qué instituciones deben transferir recursos al Fondo de Pensiones para el Bienestar, qué tipos de recursos deben transferir y en qué plazo deben hacerlo? Además, ¿qué obligación de comunicación surge una vez que se efectúe una transferencia de subcuenta?","Deben transferir recursos: el Instituto Mexicano del Seguro Social (IMSS), el Instituto del Fondo Nacional de la Vivienda para los Trabajadores (INFONAVIT), las Administradoras de Fondos para el Retiro (AFORE), las administradoras prestadoras de servicio, el Fondo de la Vivienda referido por el ISSSTE y las instituciones públicas que realicen funciones similares. Los recursos a transferir son los correspondientes a las subcuentas de Retiro, Cesantía en Edad Avanzada y Vejez y la subcuenta de Vivienda, o las reservas relacionadas con esas subcuentas constituidas antes de la entrada en vigor del Decreto. Plazo: hasta 60 días naturales contados a partir de la constitución del Fondo de Pensiones para el Bienestar. Obligación de comunicación: cuando alguno de los institutos transfiera los recursos de la subcuenta bajo su administración (incluyendo los de trabajadores que hayan cumplido 70 o 75 años, según corresponda), debe comunicarlo al resto de participantes del Sistema para que, en su caso, transfieran la otra subcuenta y se consolide el ahorro de los titulares en el fideicomiso."
